# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus x0_norm x1_norm
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
0.2430056766 0.7467785937 -1.7989602635 1.7274501558 89.9999646942 89.9999646964 89.9999646942 0.2430056766 0.7467785937
